,Speed,TimeSinceLast,DistinctIds,VideoForumThreads,DurationOfVideoActivity,SelectiveNumOfEvents,ProblemID,UserID,SubmissionNumber
1986,71698.3333333,215095.0,7.0,0.0,214280.0,110.0,12,1e32fea29d29d10a5a72a8cb2feb27ea,1
1987,173806.0,521418.0,9.0,0.0,434372.0,100.0,12,1e32fea29d29d10a5a72a8cb2feb27ea,2
1988,130920.0,261840.0,1.0,26.0,2066.0,19.0,12,5a0b27a9cb4e9a0207dd3546c77b2902,3
1989,237.0,474.0,0.0,6.0,0.0,0.0,13,9be837d564383390f7d231688eaa6efb,1
1990,26354.5,52709.0,1.0,0.0,2774.0,16.0,13,cf84c78b101d822651d4a894be05c3fd,3
1991,464584.5,929169.0,10.0,0.0,865922.0,138.0,13,1e32fea29d29d10a5a72a8cb2feb27ea,1
1992,686.5,1373.0,0.0,2.0,0.0,0.0,13,17b46a6f879253c70ea7aaba260f417c,1
1993,316218.0,632436.0,3.0,0.0,541828.0,19.0,13,e5ec801c36b4070b39f4430898da24ed,1
1994,293.75,1175.0,0.0,10.0,0.0,0.0,14,2a0c3edf61bf5e9cb342136031789b57,9
1995,280.25,1121.0,0.0,5.0,0.0,0.0,14,2a0c3edf61bf5e9cb342136031789b57,10
1996,190.25,761.0,0.0,7.0,0.0,0.0,14,2a0c3edf61bf5e9cb342136031789b57,11
1997,416.5,2499.0,0.0,8.0,0.0,0.0,14,952f7c533e11eaf3673fb052b8589304,7
1998,2127.0,12762.0,0.0,3.0,0.0,0.0,14,952f7c533e11eaf3673fb052b8589304,9
1999,268.333333333,1610.0,0.0,11.0,0.0,0.0,14,952f7c533e11eaf3673fb052b8589304,13
2000,15668.1666667,94009.0,0.0,11.0,0.0,0.0,14,952f7c533e11eaf3673fb052b8589304,14
2001,116.833333333,701.0,0.0,15.0,0.0,0.0,14,952f7c533e11eaf3673fb052b8589304,24
2002,155.5,622.0,0.0,7.0,0.0,0.0,14,e14ce32b922232179ce3be59cf4f1087,7
2003,1459.25,5837.0,0.0,4.0,0.0,0.0,14,e14ce32b922232179ce3be59cf4f1087,8
2004,398.5,1594.0,0.0,4.0,0.0,0.0,14,e14ce32b922232179ce3be59cf4f1087,9
2005,316.857142857,2218.0,0.0,21.0,0.0,0.0,14,1f0f996e8732a4a9b5a772807fbbbf7c,12
2006,9400.71428571,65805.0,0.0,14.0,0.0,0.0,14,1f0f996e8732a4a9b5a772807fbbbf7c,22
2007,1900.28571429,13302.0,0.0,9.0,0.0,0.0,14,1f0f996e8732a4a9b5a772807fbbbf7c,23
